                               Labor Force Data by County, 2005 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN1813100000000   18     131   Pulaski County, IN                                2005         7,075        6,720        355      5.0
CN1813300000000   18     133   Putnam County, IN                                 2005        17,804       16,615      1,189      6.7
CN1813500000000   18     135   Randolph County, IN                               2005        13,101       12,131        970      7.4
CN1813700000000   18     137   Ripley County, IN                                 2005        14,876       14,086        790      5.3
CN1813900000000   18     139   Rush County, IN                                   2005         9,556        9,105        451      4.7
CN1814100000000   18     141   St. Joseph County, IN                             2005       134,160      126,995      7,165      5.3
CN1814300000000   18     143   Scott County, IN                                  2005        11,393       10,682        711      6.2
CN1814500000000   18     145   Shelby County, IN                                 2005        23,676       22,487      1,189      5.0
CN1814700000000   18     147   Spencer County, IN                                2005        10,725       10,112        613      5.7
CN1814900000000   18     149   Starke County, IN                                 2005        10,636        9,889        747      7.0
CN1815100000000   18     151   Steuben County, IN                                2005        17,012       15,940      1,072      6.3
CN1815300000000   18     153   Sullivan County, IN                               2005         9,294        8,599        695      7.5
CN1815500000000   18     155   Switzerland County, IN                            2005         5,767        5,493        274      4.8
CN1815700000000   18     157   Tippecanoe County, IN                             2005        79,380       75,524      3,856      4.9
CN1815900000000   18     159   Tipton County, IN                                 2005         8,077        7,613        464      5.7
CN1816100000000   18     161   Union County, IN                                  2005         3,874        3,657        217      5.6
CN1816300000000   18     163   Vanderburgh County, IN                            2005        91,447       86,649      4,798      5.2
CN1816500000000   18     165   Vermillion County, IN                             2005         8,131        7,527        604      7.4
CN1816700000000   18     167   Vigo County, IN                                   2005        49,898       46,501      3,397      6.8
CN1816900000000   18     169   Wabash County, IN                                 2005        17,717       16,545      1,172      6.6
CN1817100000000   18     171   Warren County, IN                                 2005         4,779        4,564        215      4.5
CN1817300000000   18     173   Warrick County, IN                                2005        30,602       29,170      1,432      4.7
CN1817500000000   18     175   Washington County, IN                             2005        14,013       13,144        869      6.2
CN1817700000000   18     177   Wayne County, IN                                  2005        33,027       30,676      2,351      7.1
CN1817900000000   18     179   Wells County, IN                                  2005        14,861       14,146        715      4.8
CN1818100000000   18     181   White County, IN                                  2005        12,261       11,551        710      5.8
CN1818300000000   18     183   Whitley County, IN                                2005        17,680       16,777        903      5.1
CN1900100000000   19     001   Adair County, IA                                  2005         4,400        4,224        176      4.0
CN1900300000000   19     003   Adams County, IA                                  2005         1,996        1,892        104      5.2
CN1900500000000   19     005   Allamakee County, IA                              2005         7,996        7,578        418      5.2
CN1900700000000   19     007   Appanoose County, IA                              2005         6,472        6,136        336      5.2
CN1900900000000   19     009   Audubon County, IA                                2005         3,354        3,201        153      4.6
CN1901100000000   19     011   Benton County, IA                                 2005        14,432       13,749        683      4.7
CN1901300000000   19     013   Black Hawk County, IA                             2005        71,506       68,402      3,104      4.3
CN1901500000000   19     015   Boone County, IA                                  2005        15,374       14,843        531      3.5
CN1901700000000   19     017   Bremer County, IA                                 2005        13,732       13,228        504      3.7
CN1901900000000   19     019   Buchanan County, IA                               2005        11,166       10,656        510      4.6
CN1902100000000   19     021   Buena Vista County, IA                            2005        10,283        9,891        392      3.8
CN1902300000000   19     023   Butler County, IA                                 2005         8,106        7,718        388      4.8
CN1902500000000   19     025   Calhoun County, IA                                2005         5,152        4,947        205      4.0
CN1902700000000   19     027   Carroll County, IA                                2005        12,269       11,902        367      3.0
CN1902900000000   19     029   Cass County, IA                                   2005         7,628        7,277        351      4.6
CN1903100000000   19     031   Cedar County, IA                                  2005        10,582       10,185        397      3.8
CN1903300000000   19     033   Cerro Gordo County, IA                            2005        26,111       24,973      1,138      4.4
CN1903500000000   19     035   Cherokee County, IA                               2005         6,572        6,266        306      4.7
CN1903700000000   19     037   Chickasaw County, IA                              2005         6,235        5,907        328      5.3
CN1903900000000   19     039   Clarke County, IA                                 2005         4,643        4,403        240      5.2
CN1904100000000   19     041   Clay County, IA                                   2005         9,490        9,115        375      4.0
CN1904300000000   19     043   Clayton County, IA                                2005         9,496        8,879        617      6.5
CN1904500000000   19     045   Clinton County, IA                                2005        26,826       25,554      1,272      4.7
CN1904700000000   19     047   Crawford County, IA                               2005         9,173        8,822        351      3.8
CN1904900000000   19     049   Dallas County, IA                                 2005        29,439       28,444        995      3.4
CN1905100000000   19     051   Davis County, IA                                  2005         4,124        3,904        220      5.3
CN1905300000000   19     053   Decatur County, IA                                2005         4,192        3,988        204      4.9
CN1905500000000   19     055   Delaware County, IA                               2005        10,443        9,984        459      4.4
CN1905700000000   19     057   Des Moines County, IA                             2005        20,863       19,732      1,131      5.4
CN1905900000000   19     059   Dickinson County, IA                              2005        10,164        9,728        436      4.3
CN1906100000000   19     061   Dubuque County, IA                                2005        50,793       48,597      2,196      4.3
CN1906300000000   19     063   Emmet County, IA                                  2005         5,944        5,682        262      4.4
CN1906500000000   19     065   Fayette County, IA                                2005        11,079       10,524        555      5.0
CN1906700000000   19     067   Floyd County, IA                                  2005         8,813        8,370        443      5.0
CN1906900000000   19     069   Franklin County, IA                               2005         5,718        5,451        267      4.7
CN1907100000000   19     071   Fremont County, IA                                2005         3,947        3,790        157      4.0
CN1907300000000   19     073   Greene County, IA                                 2005         5,056        4,824        232      4.6
CN1907500000000   19     075   Grundy County, IA                                 2005         6,876        6,617        259      3.8
CN1907700000000   19     077   Guthrie County, IA                                2005         6,116        5,861        255      4.2
CN1907900000000   19     079   Hamilton County, IA                               2005         8,671        8,335        336      3.9
CN1908100000000   19     081   Hancock County, IA                                2005         6,332        6,045        287      4.5
CN1908300000000   19     083   Hardin County, IA                                 2005         8,944        8,521        423      4.7
CN1908500000000   19     085   Harrison County, IA                               2005         8,066        7,689        377      4.7
CN1908700000000   19     087   Henry County, IA                                  2005        10,490        9,971        519      4.9
CN1908900000000   19     089   Howard County, IA                                 2005         5,196        4,968        228      4.4
CN1909100000000   19     091   Humboldt County, IA                               2005         5,190        4,999        191      3.7
CN1909300000000   19     093   Ida County, IA                                    2005         3,923        3,767        156      4.0
CN1909500000000   19     095   Iowa County, IA                                   2005         8,819        8,431        388      4.4
CN1909700000000   19     097   Jackson County, IA                                2005        11,183       10,593        590      5.3
CN1909900000000   19     099   Jasper County, IA                                 2005        18,644       17,551      1,093      5.9
CN1910100000000   19     101   Jefferson County, IA                              2005         8,287        7,903        384      4.6
CN1910300000000   19     103   Johnson County, IA                                2005        73,815       71,497      2,318      3.1
CN1910500000000   19     105   Jones County, IA                                  2005        10,423        9,927        496      4.8
CN1910700000000   19     107   Keokuk County, IA                                 2005         5,815        5,539        276      4.7
CN1910900000000   19     109   Kossuth County, IA                                2005         8,883        8,529        354      4.0
CN1911100000000   19     111   Lee County, IA                                    2005        17,402       16,262      1,140      6.6
CN1911300000000   19     113   Linn County, IA                                   2005       113,248      108,404      4,844      4.3
CN1911500000000   19     115   Louisa County, IA                                 2005         6,259        5,984        275      4.4
CN1911700000000   19     117   Lucas County, IA                                  2005         4,838        4,588        250      5.2
CN1911900000000   19     119   Lyon County, IA                                   2005         6,452        6,264        188      2.9
CN1912100000000   19     121   Madison County, IA                                2005         8,141        7,771        370      4.5
CN1912300000000   19     123   Mahaska County, IA                                2005        11,647       11,149        498      4.3
CN1912500000000   19     125   Marion County, IA                                 2005        17,599       16,904        695      3.9
CN1912700000000   19     127   Marshall County, IA                               2005        20,482       19,505        977      4.8
CN1912900000000   19     129   Mills County, IA                                  2005         8,177        7,845        332      4.1
CN1913100000000   19     131   Mitchell County, IA                               2005         5,347        5,120        227      4.2
CN1913300000000   19     133   Monona County, IA                                 2005         4,712        4,443        269      5.7
CN1913500000000   19     135   Monroe County, IA                                 2005         3,873        3,678        195      5.0
CN1913700000000   19     137   Montgomery County, IA                             2005         5,853        5,599        254      4.3
CN1913900000000   19     139   Muscatine County, IA                              2005        23,383       22,478        905      3.9
CN1914100000000   19     141   O'Brien County, IA                                2005         7,600        7,312        288      3.8
CN1914300000000   19     143   Osceola County, IA                                2005         3,439        3,303        136      4.0
CN1914500000000   19     145   Page County, IA                                   2005         8,118        7,807        311      3.8
CN1914700000000   19     147   Palo Alto County, IA                              2005         5,100        4,898        202      4.0
CN1914900000000   19     149   Plymouth County, IA                               2005        14,087       13,594        493      3.5
CN1915100000000   19     151   Pocahontas County, IA                             2005         3,862        3,702        160      4.1
CN1915300000000   19     153   Polk County, IA                                   2005       227,980      218,864      9,116      4.0
CN1915500000000   19     155   Pottawattamie County, IA                          2005        48,658       46,274      2,384      4.9
CN1915700000000   19     157   Poweshiek County, IA                              2005        10,271        9,800        471      4.6
CN1915900000000   19     159   Ringgold County, IA                               2005         2,428        2,317        111      4.6
CN1916100000000   19     161   Sac County, IA                                    2005         5,757        5,531        226      3.9
CN1916300000000   19     163   Scott County, IA                                  2005        88,136       84,230      3,906      4.4
CN1916500000000   19     165   Shelby County, IA                                 2005         7,069        6,807        262      3.7
CN1916700000000   19     167   Sioux County, IA                                  2005        18,840       18,293        547      2.9
CN1916900000000   19     169   Story County, IA                                  2005        46,922       45,500      1,422      3.0
CN1917100000000   19     171   Tama County, IA                                   2005         8,980        8,482        498      5.5
CN1917300000000   19     173   Taylor County, IA                                 2005         3,365        3,237        128      3.8
CN1917500000000   19     175   Union County, IA                                  2005         6,339        6,026        313      4.9
CN1917700000000   19     177   Van Buren County, IA                              2005         3,812        3,616        196      5.1
CN1917900000000   19     179   Wapello County, IA                                2005        19,153       18,109      1,044      5.5
CN1918100000000   19     181   Warren County, IA                                 2005        24,600       23,699        901      3.7
CN1918300000000   19     183   Washington County, IA                             2005        12,251       11,792        459      3.7
CN1918500000000   19     185   Wayne County, IA                                  2005         3,166        3,020        146      4.6
CN1918700000000   19     187   Webster County, IA                                2005        19,705       18,862        843      4.3
CN1918900000000   19     189   Winnebago County, IA                              2005         5,953        5,682        271      4.6
CN1919100000000   19     191   Winneshiek County, IA                             2005        12,433       11,913        520      4.2
CN1919300000000   19     193   Woodbury County, IA                               2005        53,329       50,751      2,578      4.8
CN1919500000000   19     195   Worth County, IA                                  2005         4,611        4,399        212      4.6
CN1919700000000   19     197   Wright County, IA                                 2005         7,153        6,849        304      4.2
CN2000100000000   20     001   Allen County, KS                                  2005         7,195        6,810        385      5.4
CN2000300000000   20     003   Anderson County, KS                               2005         4,039        3,800        239      5.9
CN2000500000000   20     005   Atchison County, KS                               2005         8,677        8,202        475      5.5
CN2000700000000   20     007   Barber County, KS                                 2005         2,601        2,506         95      3.7
CN2000900000000   20     009   Barton County, KS                                 2005        14,792       14,199        593      4.0
CN2001100000000   20     011   Bourbon County, KS                                2005         8,679        8,243        436      5.0
CN2001300000000   20     013   Brown County, KS                                  2005         5,601        5,332        269      4.8
CN2001500000000   20     015   Butler County, KS                                 2005        32,038       30,277      1,761      5.5
CN2001700000000   20     017   Chase County, KS                                  2005         1,688        1,619         69      4.1
CN2001900000000   20     019   Chautauqua County, KS                             2005         1,965        1,861        104      5.3
CN2002100000000   20     021   Cherokee County, KS                               2005        10,896       10,194        702      6.4
CN2002300000000   20     023   Cheyenne County, KS                               2005         1,539        1,470         69      4.5
CN2002500000000   20     025   Clark County, KS                                  2005         1,181        1,140         41      3.5
CN2002700000000   20     027   Clay County, KS                                   2005         4,873        4,674        199      4.1
CN2002900000000   20     029   Cloud County, KS                                  2005         5,687        5,472        215      3.8
CN2003100000000   20     031   Coffey County, KS                                 2005         5,154        4,867        287      5.6
CN2003300000000   20     033   Comanche County, KS                               2005         1,074        1,043         31      2.9
CN2003500000000   20     035   Cowley County, KS                                 2005        17,755       16,779        976      5.5
CN2003700000000   20     037   Crawford County, KS                               2005        19,439       18,327      1,112      5.7
CN2003900000000   20     039   Decatur County, KS                                2005         1,699        1,642         57      3.4
CN2004100000000   20     041   Dickinson County, KS                              2005        10,544       10,071        473      4.5
CN2004300000000   20     043   Doniphan County, KS                               2005         4,436        4,158        278      6.3
CN2004500000000   20     045   Douglas County, KS                                2005        63,186       60,679      2,507      4.0
CN2004700000000   20     047   Edwards County, KS                                2005         1,787        1,727         60      3.4
CN2004900000000   20     049   Elk County, KS                                    2005         1,452        1,372         80      5.5
CN2005100000000   20     051   Ellis County, KS                                  2005        16,637       16,076        561      3.4
CN2005300000000   20     053   Ellsworth County, KS                              2005         3,398        3,265        133      3.9
CN2005500000000   20     055   Finney County, KS                                 2005        18,059       17,314        745      4.1
CN2005700000000   20     057   Ford County, KS                                   2005        16,676       16,078        598      3.6
CN2005900000000   20     059   Franklin County, KS                               2005        13,868       13,081        787      5.7
CN2006100000000   20     061   Geary County, KS                                  2005        11,144       10,484        660      5.9
CN2006300000000   20     063   Gove County, KS                                   2005         1,517        1,471         46      3.0
CN2006500000000   20     065   Graham County, KS                                 2005         1,411        1,361         50      3.5
CN2006700000000   20     067   Grant County, KS                                  2005         3,787        3,652        135      3.6
CN2006900000000   20     069   Gray County, KS                                   2005         3,155        3,060         95      3.0
CN2007100000000   20     071   Greeley County, KS                                2005           742          712         30      4.0
CN2007300000000   20     073   Greenwood County, KS                              2005         3,613        3,422        191      5.3
CN2007500000000   20     075   Hamilton County, KS                               2005         1,246        1,205         41      3.3
CN2007700000000   20     077   Harper County, KS                                 2005         3,420        3,295        125      3.7
CN2007900000000   20     079   Harvey County, KS                                 2005        18,030       17,222        808      4.5
CN2008100000000   20     081   Haskell County, KS                                2005         2,145        2,079         66      3.1
CN2008300000000   20     083   Hodgeman County, KS                               2005           965          927         38      3.9
CN2008500000000   20     085   Jackson County, KS                                2005         7,157        6,744        413      5.8
CN2008700000000   20     087   Jefferson County, KS                              2005        10,146        9,622        524      5.2
CN2008900000000   20     089   Jewell County, KS                                 2005         1,974        1,911         63      3.2
CN2009100000000   20     091   Johnson County, KS                                2005       290,970      277,684     13,286      4.6
CN2009300000000   20     093   Kearny County, KS                                 2005         2,018        1,933         85      4.2
CN2009500000000   20     095   Kingman County, KS                                2005         4,332        4,150        182      4.2
CN2009700000000   20     097   Kiowa County, KS                                  2005         1,616        1,560         56      3.5
CN2009900000000   20     099   Labette County, KS                                2005        10,444        9,770        674      6.5
CN2010100000000   20     101   Lane County, KS                                   2005         1,064        1,026         38      3.6
CN2010300000000   20     103   Leavenworth County, KS                            2005        33,105       31,070      2,035      6.1
CN2010500000000   20     105   Lincoln County, KS                                2005         1,805        1,728         77      4.3
CN2010700000000   20     107   Linn County, KS                                   2005         4,897        4,542        355      7.2
CN2010900000000   20     109   Logan County, KS                                  2005         1,553        1,498         55      3.5
CN2011100000000   20     111   Lyon County, KS                                   2005        19,509       18,621        888      4.6
CN2011300000000   20     113   McPherson County, KS                              2005        17,084       16,441        643      3.8
CN2011500000000   20     115   Marion County, KS                                 2005         6,779        6,496        283      4.2
CN2011700000000   20     117   Marshall County, KS                               2005         5,919        5,699        220      3.7
CN2011900000000   20     119   Meade County, KS                                  2005         2,151        2,073         78      3.6
CN2012100000000   20     121   Miami County, KS                                  2005        16,335       15,500        835      5.1
CN2012300000000   20     123   Mitchell County, KS                               2005         3,440        3,311        129      3.8
CN2012500000000   20     125   Montgomery County, KS                             2005        16,896       15,910        986      5.8
CN2012700000000   20     127   Morris County, KS                                 2005         2,914        2,768        146      5.0
CN2012900000000   20     129   Morton County, KS                                 2005         1,708        1,649         59      3.5
CN2013100000000   20     131   Nemaha County, KS                                 2005         5,423        5,225        198      3.7
CN2013300000000   20     133   Neosho County, KS                                 2005         8,789        8,347        442      5.0
CN2013500000000   20     135   Ness County, KS                                   2005         1,701        1,646         55      3.2
CN2013700000000   20     137   Norton County, KS                                 2005         2,725        2,626         99      3.6
CN2013900000000   20     139   Osage County, KS                                  2005         9,123        8,559        564      6.2
CN2014100000000   20     141   Osborne County, KS                                2005         2,298        2,210         88      3.8
CN2014300000000   20     143   Ottawa County, KS                                 2005         3,368        3,215        153      4.5
CN2014500000000   20     145   Pawnee County, KS                                 2005         3,866        3,720        146      3.8
CN2014700000000   20     147   Phillips County, KS                               2005         3,079        2,966        113      3.7
CN2014900000000   20     149   Pottawatomie County, KS                           2005        10,813       10,373        440      4.1
CN2015100000000   20     151   Pratt County, KS                                  2005         5,493        5,298        195      3.5
CN2015300000000   20     153   Rawlins County, KS                                2005         1,339        1,286         53      4.0
CN2015500000000   20     155   Reno County, KS                                   2005        32,566       30,952      1,614      5.0
CN2015700000000   20     157   Republic County, KS                               2005         2,756        2,644        112      4.1
CN2015900000000   20     159   Rice County, KS                                   2005         5,476        5,226        250      4.6
CN2016100000000   20     161   Riley County, KS                                  2005        33,993       32,724      1,269      3.7
CN2016300000000   20     163   Rooks County, KS                                  2005         2,673        2,560        113      4.2
CN2016500000000   20     165   Rush County, KS                                   2005         1,660        1,593         67      4.0
CN2016700000000   20     167   Russell County, KS                                2005         3,466        3,305        161      4.6
CN2016900000000   20     169   Saline County, KS                                 2005        30,355       29,026      1,329      4.4
CN2017100000000   20     171   Scott County, KS                                  2005         2,824        2,729         95      3.4
CN2017300000000   20     173   Sedgwick County, KS                               2005       244,942      231,582     13,360      5.5
CN2017500000000   20     175   Seward County, KS                                 2005        10,454       10,043        411      3.9
CN2017700000000   20     177   Shawnee County, KS                                2005        93,338       88,245      5,093      5.5
CN2017900000000   20     179   Sheridan County, KS                               2005         1,520        1,477         43      2.8
CN2018100000000   20     181   Sherman County, KS                                2005         3,606        3,483        123      3.4
CN2018300000000   20     183   Smith County, KS                                  2005         2,256        2,174         82      3.6
CN2018500000000   20     185   Stafford County, KS                               2005         2,223        2,136         87      3.9
CN2018700000000   20     187   Stanton County, KS                                2005         1,136        1,102         34      3.0
CN2018900000000   20     189   Stevens County, KS                                2005         2,403        2,306         97      4.0
CN2019100000000   20     191   Sumner County, KS                                 2005        12,272       11,551        721      5.9
CN2019300000000   20     193   Thomas County, KS                                 2005         4,331        4,195        136      3.1
CN2019500000000   20     195   Trego County, KS                                  2005         1,722        1,665         57      3.3
CN2019700000000   20     197   Wabaunsee County, KS                              2005         3,775        3,604        171      4.5
CN2019900000000   20     199   Wallace County, KS                                2005           928          900         28      3.0
CN2020100000000   20     201   Washington County, KS                             2005         3,410        3,280        130      3.8
CN2020300000000   20     203   Wichita County, KS                                2005         1,305        1,259         46      3.5
CN2020500000000   20     205   Wilson County, KS                                 2005         5,397        5,157        240      4.4
CN2020700000000   20     207   Woodson County, KS                                2005         1,683        1,576        107      6.4
CN2020900000000   20     209   Wyandotte County, KS                              2005        73,559       67,194      6,365      8.7
CN2100100000000   21     001   Adair County, KY                                  2005         8,675        8,190        485      5.6
CN2100300000000   21     003   Allen County, KY                                  2005         8,586        8,029        557      6.5
CN2100500000000   21     005   Anderson County, KY                               2005        10,616       10,108        508      4.8
CN2100700000000   21     007   Ballard County, KY                                2005         4,180        3,895        285      6.8
CN2100900000000   21     009   Barren County, KY                                 2005        19,363       18,320      1,043      5.4
CN2101100000000   21     011   Bath County, KY                                   2005         5,015        4,605        410      8.2
CN2101300000000   21     013   Bell County, KY                                   2005         9,425        8,726        699      7.4
CN2101500000000   21     015   Boone County, KY                                  2005        59,889       57,025      2,864      4.8
CN2101700000000   21     017   Bourbon County, KY                                2005         9,810        9,276        534      5.4
CN2101900000000   21     019   Boyd County, KY                                   2005        22,989       21,631      1,358      5.9
CN2102100000000   21     021   Boyle County, KY                                  2005        12,713       11,872        841      6.6
CN2102300000000   21     023   Bracken County, KY                                2005         4,422        4,142        280      6.3
CN2102500000000   21     025   Breathitt County, KY                              2005         5,563        5,150        413      7.4
CN2102700000000   21     027   Breckinridge County, KY                           2005         8,919        8,296        623      7.0
CN2102900000000   21     029   Bullitt County, KY                                2005        35,870       33,830      2,040      5.7
CN2103100000000   21     031   Butler County, KY                                 2005         5,719        5,312        407      7.1
CN2103300000000   21     033   Caldwell County, KY                               2005         6,394        6,019        375      5.9
CN2103500000000   21     035   Calloway County, KY                               2005        17,597       16,615        982      5.6
CN2103700000000   21     037   Campbell County, KY                               2005        45,946       43,475      2,471      5.4
CN2103900000000   21     039   Carlisle County, KY                               2005         2,321        2,152        169      7.3
CN2104100000000   21     041   Carroll County, KY                                2005         5,619        5,307        312      5.6
CN2104300000000   21     043   Carter County, KY                                 2005        13,629       12,504      1,125      8.3
CN2104500000000   21     045   Casey County, KY                                  2005         7,075        6,646        429      6.1
CN2104700000000   21     047   Christian County, KY                              2005        26,460       24,620      1,840      7.0
CN2104900000000   21     049   Clark County, KY                                  2005        17,061       16,130        931      5.5
CN2105100000000   21     051   Clay County, KY                                   2005         7,153        6,547        606      8.5
CN2105300000000   21     053   Clinton County, KY                                2005         4,542        4,251        291      6.4
CN2105500000000   21     055   Crittenden County, KY                             2005         4,001        3,762        239      6.0
CN2105700000000   21     057   Cumberland County, KY                             2005         2,963        2,728        235      7.9
CN2105900000000   21     059   Daviess County, KY                                2005        46,341       43,643      2,698      5.8
CN2106100000000   21     061   Edmonson County, KY                               2005         5,408        5,024        384      7.1
CN2106300000000   21     063   Elliott County, KY                                2005         3,006        2,716        290      9.6
CN2106500000000   21     065   Estill County, KY                                 2005         6,039        5,609        430      7.1
CN2106700000000   21     067   Fayette County, KY                                2005       146,365      139,834      6,531      4.5
CN2106900000000   21     069   Fleming County, KY                                2005         6,629        6,229        400      6.0
CN2107100000000   21     071   Floyd County, KY                                  2005        14,982       13,928      1,054      7.0
CN2107300000000   21     073   Franklin County, KY                               2005        25,110       23,945      1,165      4.6
CN2107500000000   21     075   Fulton County, KY                                 2005         2,858        2,647        211      7.4
CN2107700000000   21     077   Gallatin County, KY                               2005         4,053        3,815        238      5.9
CN2107900000000   21     079   Garrard County, KY                                2005         7,522        7,057        465      6.2
CN2108100000000   21     081   Grant County, KY                                  2005        12,592       11,903        689      5.5
CN2108300000000   21     083   Graves County, KY                                 2005        16,336       14,709      1,627     10.0
CN2108500000000   21     085   Grayson County, KY                                2005        11,498       10,509        989      8.6
CN2108700000000   21     087   Green County, KY                                  2005         5,585        5,241        344      6.2
CN2108900000000   21     089   Greenup County, KY                                2005        17,203       16,106      1,097      6.4
CN2109100000000   21     091   Hancock County, KY                                2005         4,154        3,895        259      6.2
CN2109300000000   21     093   Hardin County, KY                                 2005        46,216       43,522      2,694      5.8
CN2109500000000   21     095   Harlan County, KY                                 2005        10,052        9,264        788      7.8
CN2109700000000   21     097   Harrison County, KY                               2005         8,880        8,358        522      5.9
CN2109900000000   21     099   Hart County, KY                                   2005         7,814        7,309        505      6.5
CN2110100000000   21     101   Henderson County, KY                              2005        23,169       21,920      1,249      5.4
CN2110300000000   21     103   Henry County, KY                                  2005         7,904        7,452        452      5.7
CN2110500000000   21     105   Hickman County, KY                                2005         2,049        1,890        159      7.8
CN2110700000000   21     107   Hopkins County, KY                                2005        22,736       21,403      1,333      5.9
CN2110900000000   21     109   Jackson County, KY                                2005         4,767        4,410        357      7.5
CN2111100000000   21     111   Jefferson County, KY                              2005       351,726      330,869     20,857      5.9
CN2111300000000   21     113   Jessamine County, KY                              2005        21,888       20,862      1,026      4.7
CN2111500000000   21     115   Johnson County, KY                                2005         9,712        9,058        654      6.7
CN2111700000000   21     117   Kenton County, KY                                 2005        84,011       79,788      4,223      5.0
CN2111900000000   21     119   Knott County, KY                                  2005         6,666        6,207        459      6.9
CN2112100000000   21     121   Knox County, KY                                   2005        12,093       11,322        771      6.4
CN2112300000000   21     123   Larue County, KY                                  2005         6,884        6,451        433      6.3
CN2112500000000   21     125   Laurel County, KY                                 2005        25,952       24,505      1,447      5.6
CN2112700000000   21     127   Lawrence County, KY                               2005         5,809        5,342        467      8.0
CN2112900000000   21     129   Lee County, KY                                    2005         2,692        2,487        205      7.6
CN2113100000000   21     131   Leslie County, KY                                 2005         3,586        3,294        292      8.1
CN2113300000000   21     133   Letcher County, KY                                2005         9,036        8,383        653      7.2
CN2113500000000   21     135   Lewis County, KY                                  2005         5,577        5,052        525      9.4
CN2113700000000   21     137   Lincoln County, KY                                2005        10,652        9,921        731      6.9
CN2113900000000   21     139   Livingston County, KY                             2005         4,835        4,554        281      5.8
CN2114100000000   21     141   Logan County, KY                                  2005        12,306       11,518        788      6.4
CN2114300000000   21     143   Lyon County, KY                                   2005         3,217        2,981        236      7.3
CN2114500000000   21     145   McCracken County, KY                              2005        31,187       29,378      1,809      5.8
CN2114700000000   21     147   McCreary County, KY                               2005         6,015        5,494        521      8.7
CN2114900000000   21     149   McLean County, KY                                 2005         4,642        4,308        334      7.2
CN2115100000000   21     151   Madison County, KY                                2005        41,502       39,467      2,035      4.9
CN2115300000000   21     153   Magoffin County, KY                               2005         4,479        3,957        522     11.7
CN2115500000000   21     155   Marion County, KY                                 2005         9,340        8,805        535      5.7
CN2115700000000   21     157   Marshall County, KY                               2005        14,427       13,489        938      6.5
CN2115900000000   21     159   Martin County, KY                                 2005         3,672        3,390        282      7.7
CN2116100000000   21     161   Mason County, KY                                  2005         8,732        8,184        548      6.3
CN2116300000000   21     163   Meade County, KY                                  2005        12,179       11,324        855      7.0
CN2116500000000   21     165   Menifee County, KY                                2005         2,600        2,389        211      8.1
CN2116700000000   21     167   Mercer County, KY                                 2005        10,466        9,863        603      5.8
CN2116900000000   21     169   Metcalfe County, KY                               2005         4,476        4,225        251      5.6
CN2117100000000   21     171   Monroe County, KY                                 2005         5,038        4,718        320      6.4
CN2117300000000   21     173   Montgomery County, KY                             2005        11,712       10,903        809      6.9
CN2117500000000   21     175   Morgan County, KY                                 2005         5,010        4,529        481      9.6
CN2117700000000   21     177   Muhlenberg County, KY                             2005        12,827       11,728      1,099      8.6
CN2117900000000   21     179   Nelson County, KY                                 2005        20,580       19,280      1,300      6.3
CN2118100000000   21     181   Nicholas County, KY                               2005         2,999        2,715        284      9.5
CN2118300000000   21     183   Ohio County, KY                                   2005        11,590       10,832        758      6.5
CN2118500000000   21     185   Oldham County, KY                                 2005        26,226       24,974      1,252      4.8
CN2118700000000   21     187   Owen County, KY                                   2005         5,133        4,835        298      5.8
CN2118900000000   21     189   Owsley County, KY                                 2005         1,556        1,436        120      7.7
CN2119100000000   21     191   Pendleton County, KY                              2005         7,494        7,069        425      5.7
CN2119300000000   21     193   Perry County, KY                                  2005        11,300       10,495        805      7.1
CN2119500000000   21     195   Pike County, KY                                   2005        24,724       23,181      1,543      6.2
CN2119700000000   21     197   Powell County, KY                                 2005         5,503        5,079        424      7.7
CN2119900000000   21     199   Pulaski County, KY                                2005        26,782       25,179      1,603      6.0
CN2120100000000   21     201   Robertson County, KY                              2005         1,079        1,003         76      7.0
CN2120300000000   21     203   Rockcastle County, KY                             2005         7,392        6,864        528      7.1
CN2120500000000   21     205   Rowan County, KY                                  2005        12,137       11,439        698      5.8
CN2120700000000   21     207   Russell County, KY                                2005         7,864        7,346        518      6.6
CN2120900000000   21     209   Scott County, KY                                  2005        20,631       19,630      1,001      4.9
CN2121100000000   21     211   Shelby County, KY                                 2005        20,059       19,022      1,037      5.2
CN2121300000000   21     213   Simpson County, KY                                2005         8,811        8,319        492      5.6
CN2121500000000   21     215   Spencer County, KY                                2005         8,190        7,752        438      5.3
