                               Labor Force Data by County, 2009 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN1719900000000   17     199   Williamson County, IL                             2009        34,652       31,447      3,205      9.2
CN1720100000000   17     201   Winnebago County, IL                              2009       144,984      123,174     21,810     15.0
CN1720300000000   17     203   Woodford County, IL                               2009        21,245       19,494      1,751      8.2
CN1800100000000   18     001   Adams County, IN                                  2009        15,118       12,911      2,207     14.6
CN1800300000000   18     003   Allen County, IN                                  2009       178,193      159,522     18,671     10.5
CN1800500000000   18     005   Bartholomew County, IN                            2009        38,446       34,763      3,683      9.6
CN1800700000000   18     007   Benton County, IN                                 2009         4,284        3,857        427     10.0
CN1800900000000   18     009   Blackford County, IN                              2009         6,413        5,512        901     14.0
CN1801100000000   18     011   Boone County, IN                                  2009        28,281       26,091      2,190      7.7
CN1801300000000   18     013   Brown County, IN                                  2009         7,450        6,711        739      9.9
CN1801500000000   18     015   Carroll County, IN                                2009        10,015        8,953      1,062     10.6
CN1801700000000   18     017   Cass County, IN                                   2009        18,725       16,477      2,248     12.0
CN1801900000000   18     019   Clark County, IN                                  2009        56,018       51,137      4,881      8.7
CN1802100000000   18     021   Clay County, IN                                   2009        13,005       11,542      1,463     11.2
CN1802300000000   18     023   Clinton County, IN                                2009        16,947       15,123      1,824     10.8
CN1802500000000   18     025   Crawford County, IN                               2009         5,214        4,575        639     12.3
CN1802700000000   18     027   Daviess County, IN                                2009        14,933       14,056        877      5.9
CN1802900000000   18     029   Dearborn County, IN                               2009        26,096       23,533      2,563      9.8
CN1803100000000   18     031   Decatur County, IN                                2009        12,627       11,061      1,566     12.4
CN1803300000000   18     033   DeKalb County, IN                                 2009        20,352       17,572      2,780     13.7
CN1803500000000   18     035   Delaware County, IN                               2009        55,337       49,432      5,905     10.7
CN1803700000000   18     037   Dubois County, IN                                 2009        22,056       20,410      1,646      7.5
CN1803900000000   18     039   Elkhart County, IN                                2009        90,688       74,478     16,210     17.9
CN1804100000000   18     041   Fayette County, IN                                2009         9,852        8,359      1,493     15.2
CN1804300000000   18     043   Floyd County, IN                                  2009        37,975       34,731      3,244      8.5
CN1804500000000   18     045   Fountain County, IN                               2009         8,407        7,341      1,066     12.7
CN1804700000000   18     047   Franklin County, IN                               2009        11,598       10,381      1,217     10.5
CN1804900000000   18     049   Fulton County, IN                                 2009         9,999        8,726      1,273     12.7
CN1805100000000   18     051   Gibson County, IN                                 2009        16,738       15,275      1,463      8.7
CN1805300000000   18     053   Grant County, IN                                  2009        33,063       29,181      3,882     11.7
CN1805500000000   18     055   Greene County, IN                                 2009        15,988       14,627      1,361      8.5
CN1805700000000   18     057   Hamilton County, IN                               2009       145,126      135,556      9,570      6.6
CN1805900000000   18     059   Hancock County, IN                                2009        36,104       33,024      3,080      8.5
CN1806100000000   18     061   Harrison County, IN                               2009        19,525       17,731      1,794      9.2
CN1806300000000   18     063   Hendricks County, IN                              2009        73,661       68,044      5,617      7.6
CN1806500000000   18     065   Henry County, IN                                  2009        22,785       19,898      2,887     12.7
CN1806700000000   18     067   Howard County, IN                                 2009        35,612       30,352      5,260     14.8
CN1806900000000   18     069   Huntington County, IN                             2009        19,731       17,203      2,528     12.8
CN1807100000000   18     071   Jackson County, IN                                2009        21,252       18,886      2,366     11.1
CN1807300000000   18     073   Jasper County, IN                                 2009        15,686       14,090      1,596     10.2
CN1807500000000   18     075   Jay County, IN                                    2009        11,365       10,084      1,281     11.3
CN1807700000000   18     077   Jefferson County, IN                              2009        16,573       14,772      1,801     10.9
CN1807900000000   18     079   Jennings County, IN                               2009        13,626       11,773      1,853     13.6
CN1808100000000   18     081   Johnson County, IN                                2009        74,520       68,356      6,164      8.3
CN1808300000000   18     083   Knox County, IN                                   2009        19,814       18,345      1,469      7.4
CN1808500000000   18     085   Kosciusko County, IN                              2009        41,388       36,272      5,116     12.4
CN1808700000000   18     087   LaGrange County, IN                               2009        15,541       12,838      2,703     17.4
CN1808900000000   18     089   Lake County, IN                                   2009       226,034      201,966     24,068     10.6
CN1809100000000   18     091   LaPorte County, IN                                2009        52,587       46,350      6,237     11.9
CN1809300000000   18     093   Lawrence County, IN                               2009        21,768       18,901      2,867     13.2
CN1809500000000   18     095   Madison County, IN                                2009        62,377       55,572      6,805     10.9
CN1809700000000   18     097   Marion County, IN                                 2009       457,524      414,853     42,671      9.3
CN1809900000000   18     099   Marshall County, IN                               2009        22,539       19,497      3,042     13.5
CN1810100000000   18     101   Martin County, IN                                 2009         5,221        4,841        380      7.3
CN1810300000000   18     103   Miami County, IN                                  2009        16,177       13,838      2,339     14.5
CN1810500000000   18     105   Monroe County, IN                                 2009        70,550       65,986      4,564      6.5
CN1810700000000   18     107   Montgomery County, IN                             2009        18,789       16,882      1,907     10.1
CN1810900000000   18     109   Morgan County, IN                                 2009        36,623       33,260      3,363      9.2
CN1811100000000   18     111   Newton County, IN                                 2009         6,834        6,070        764     11.2
CN1811300000000   18     113   Noble County, IN                                  2009        22,161       18,358      3,803     17.2
CN1811500000000   18     115   Ohio County, IN                                   2009         3,088        2,755        333     10.8
CN1811700000000   18     117   Orange County, IN                                 2009        10,450        9,333      1,117     10.7
CN1811900000000   18     119   Owen County, IN                                   2009        11,537       10,449      1,088      9.4
CN1812100000000   18     121   Parke County, IN                                  2009         8,032        7,229        803     10.0
CN1812300000000   18     123   Perry County, IN                                  2009         9,616        8,635        981     10.2
CN1812500000000   18     125   Pike County, IN                                   2009         5,850        5,291        559      9.6
CN1812700000000   18     127   Porter County, IN                                 2009        84,211       76,343      7,868      9.3
CN1812900000000   18     129   Posey County, IN                                  2009        13,176       12,102      1,074      8.2
CN1813100000000   18     131   Pulaski County, IN                                2009         6,750        6,046        704     10.4
CN1813300000000   18     133   Putnam County, IN                                 2009        17,218       15,341      1,877     10.9
CN1813500000000   18     135   Randolph County, IN                               2009        12,847       11,311      1,536     12.0
CN1813700000000   18     137   Ripley County, IN                                 2009        13,765       12,275      1,490     10.8
CN1813900000000   18     139   Rush County, IN                                   2009         9,086        8,132        954     10.5
CN1814100000000   18     141   St. Joseph County, IN                             2009       129,097      114,259     14,838     11.5
CN1814300000000   18     143   Scott County, IN                                  2009        10,951        9,534      1,417     12.9
CN1814500000000   18     145   Shelby County, IN                                 2009        23,647       21,179      2,468     10.4
CN1814700000000   18     147   Spencer County, IN                                2009        10,387        9,431        956      9.2
CN1814900000000   18     149   Starke County, IN                                 2009        10,729        9,207      1,522     14.2
CN1815100000000   18     151   Steuben County, IN                                2009        16,301       13,930      2,371     14.5
CN1815300000000   18     153   Sullivan County, IN                               2009         8,850        7,971        879      9.9
CN1815500000000   18     155   Switzerland County, IN                            2009         5,673        5,224        449      7.9
CN1815700000000   18     157   Tippecanoe County, IN                             2009        84,263       76,584      7,679      9.1
CN1815900000000   18     159   Tipton County, IN                                 2009         7,216        6,277        939     13.0
CN1816100000000   18     161   Union County, IN                                  2009         3,527        3,166        361     10.2
CN1816300000000   18     163   Vanderburgh County, IN                            2009        90,591       83,152      7,439      8.2
CN1816500000000   18     165   Vermillion County, IN                             2009         7,975        7,010        965     12.1
CN1816700000000   18     167   Vigo County, IN                                   2009        50,961       45,807      5,154     10.1
CN1816900000000   18     169   Wabash County, IN                                 2009        16,331       14,199      2,132     13.1
CN1817100000000   18     171   Warren County, IN                                 2009         4,646        4,159        487     10.5
CN1817300000000   18     173   Warrick County, IN                                2009        31,087       28,692      2,395      7.7
CN1817500000000   18     175   Washington County, IN                             2009        14,037       12,360      1,677     11.9
CN1817700000000   18     177   Wayne County, IN                                  2009        32,296       28,309      3,987     12.3
CN1817900000000   18     179   Wells County, IN                                  2009        14,223       12,705      1,518     10.7
CN1818100000000   18     181   White County, IN                                  2009        12,426       11,052      1,374     11.1
CN1818300000000   18     183   Whitley County, IN                                2009        17,854       15,608      2,246     12.6
CN1900100000000   19     001   Adair County, IA                                  2009         4,239        3,994        245      5.8
CN1900300000000   19     003   Adams County, IA                                  2009         2,154        2,023        131      6.1
CN1900500000000   19     005   Allamakee County, IA                              2009         7,558        6,786        772     10.2
CN1900700000000   19     007   Appanoose County, IA                              2009         6,244        5,703        541      8.7
CN1900900000000   19     009   Audubon County, IA                                2009         3,291        3,099        192      5.8
CN1901100000000   19     011   Benton County, IA                                 2009        14,745       13,815        930      6.3
CN1901300000000   19     013   Black Hawk County, IA                             2009        74,993       70,415      4,578      6.1
CN1901500000000   19     015   Boone County, IA                                  2009        15,821       14,882        939      5.9
CN1901700000000   19     017   Bremer County, IA                                 2009        13,892       13,140        752      5.4
CN1901900000000   19     019   Buchanan County, IA                               2009        11,232       10,490        742      6.6
CN1902100000000   19     021   Buena Vista County, IA                            2009        10,777       10,212        565      5.2
CN1902300000000   19     023   Butler County, IA                                 2009         8,502        7,944        558      6.6
CN1902500000000   19     025   Calhoun County, IA                                2009         5,272        5,000        272      5.2
CN1902700000000   19     027   Carroll County, IA                                2009        12,386       11,864        522      4.2
CN1902900000000   19     029   Cass County, IA                                   2009         7,671        7,153        518      6.8
CN1903100000000   19     031   Cedar County, IA                                  2009        11,457       10,817        640      5.6
CN1903300000000   19     033   Cerro Gordo County, IA                            2009        25,563       23,792      1,771      6.9
CN1903500000000   19     035   Cherokee County, IA                               2009         6,614        6,312        302      4.6
CN1903700000000   19     037   Chickasaw County, IA                              2009         6,962        6,344        618      8.9
CN1903900000000   19     039   Clarke County, IA                                 2009         4,937        4,561        376      7.6
CN1904100000000   19     041   Clay County, IA                                   2009         9,584        8,931        653      6.8
CN1904300000000   19     043   Clayton County, IA                                2009         9,996        9,139        857      8.6
CN1904500000000   19     045   Clinton County, IA                                2009        28,228       26,181      2,047      7.3
CN1904700000000   19     047   Crawford County, IA                               2009         9,558        9,116        442      4.6
CN1904900000000   19     049   Dallas County, IA                                 2009        34,990       33,263      1,727      4.9
CN1905100000000   19     051   Davis County, IA                                  2009         4,054        3,684        370      9.1
CN1905300000000   19     053   Decatur County, IA                                2009         4,205        3,922        283      6.7
CN1905500000000   19     055   Delaware County, IA                               2009        10,883       10,152        731      6.7
CN1905700000000   19     057   Des Moines County, IA                             2009        21,189       19,486      1,703      8.0
CN1905900000000   19     059   Dickinson County, IA                              2009         9,387        8,719        668      7.1
CN1906100000000   19     061   Dubuque County, IA                                2009        52,911       49,417      3,494      6.6
CN1906300000000   19     063   Emmet County, IA                                  2009         5,873        5,387        486      8.3
CN1906500000000   19     065   Fayette County, IA                                2009        10,976       10,031        945      8.6
CN1906700000000   19     067   Floyd County, IA                                  2009         8,569        7,819        750      8.8
CN1906900000000   19     069   Franklin County, IA                               2009         5,881        5,446        435      7.4
CN1907100000000   19     071   Fremont County, IA                                2009         3,796        3,535        261      6.9
CN1907300000000   19     073   Greene County, IA                                 2009         5,122        4,821        301      5.9
CN1907500000000   19     075   Grundy County, IA                                 2009         6,957        6,552        405      5.8
CN1907700000000   19     077   Guthrie County, IA                                2009         5,732        5,372        360      6.3
CN1907900000000   19     079   Hamilton County, IA                               2009         8,263        7,633        630      7.6
CN1908100000000   19     081   Hancock County, IA                                2009         5,652        5,087        565     10.0
CN1908300000000   19     083   Hardin County, IA                                 2009         9,372        8,757        615      6.6
CN1908500000000   19     085   Harrison County, IA                               2009         7,703        7,321        382      5.0
CN1908700000000   19     087   Henry County, IA                                  2009         9,863        8,944        919      9.3
CN1908900000000   19     089   Howard County, IA                                 2009         5,097        4,649        448      8.8
CN1909100000000   19     091   Humboldt County, IA                               2009         5,154        4,848        306      5.9
CN1909300000000   19     093   Ida County, IA                                    2009         3,985        3,769        216      5.4
CN1909500000000   19     095   Iowa County, IA                                   2009         8,596        7,984        612      7.1
CN1909700000000   19     097   Jackson County, IA                                2009        11,240       10,300        940      8.4
CN1909900000000   19     099   Jasper County, IA                                 2009        17,834       16,304      1,530      8.6
CN1910100000000   19     101   Jefferson County, IA                              2009         8,272        7,559        713      8.6
CN1910300000000   19     103   Johnson County, IA                                2009        80,726       77,133      3,593      4.5
CN1910500000000   19     105   Jones County, IA                                  2009        10,776       10,005        771      7.2
CN1910700000000   19     107   Keokuk County, IA                                 2009         5,711        5,255        456      8.0
CN1910900000000   19     109   Kossuth County, IA                                2009         8,981        8,453        528      5.9
CN1911100000000   19     111   Lee County, IA                                    2009        17,434       15,650      1,784     10.2
CN1911300000000   19     113   Linn County, IA                                   2009       123,192      115,728      7,464      6.1
CN1911500000000   19     115   Louisa County, IA                                 2009         5,983        5,488        495      8.3
CN1911700000000   19     117   Lucas County, IA                                  2009         4,690        4,390        300      6.4
CN1911900000000   19     119   Lyon County, IA                                   2009         6,922        6,626        296      4.3
CN1912100000000   19     121   Madison County, IA                                2009         8,276        7,718        558      6.7
CN1912300000000   19     123   Mahaska County, IA                                2009        11,852       10,870        982      8.3
CN1912500000000   19     125   Marion County, IA                                 2009        17,487       16,320      1,167      6.7
CN1912700000000   19     127   Marshall County, IA                               2009        20,623       19,113      1,510      7.3
CN1912900000000   19     129   Mills County, IA                                  2009         7,963        7,598        365      4.6
CN1913100000000   19     131   Mitchell County, IA                               2009         5,836        5,493        343      5.9
CN1913300000000   19     133   Monona County, IA                                 2009         4,568        4,226        342      7.5
CN1913500000000   19     135   Monroe County, IA                                 2009         4,337        4,008        329      7.6
CN1913700000000   19     137   Montgomery County, IA                             2009         5,271        4,800        471      8.9
CN1913900000000   19     139   Muscatine County, IA                              2009        23,877       21,801      2,076      8.7
CN1914100000000   19     141   O'Brien County, IA                                2009         7,889        7,471        418      5.3
CN1914300000000   19     143   Osceola County, IA                                2009         3,324        3,119        205      6.2
CN1914500000000   19     145   Page County, IA                                   2009         7,864        7,189        675      8.6
CN1914700000000   19     147   Palo Alto County, IA                              2009         5,320        4,943        377      7.1
CN1914900000000   19     149   Plymouth County, IA                               2009        14,499       13,824        675      4.7
CN1915100000000   19     151   Pocahontas County, IA                             2009         4,132        3,895        237      5.7
CN1915300000000   19     153   Polk County, IA                                   2009       243,967      229,011     14,956      6.1
CN1915500000000   19     155   Pottawattamie County, IA                          2009        48,372       45,904      2,468      5.1
CN1915700000000   19     157   Poweshiek County, IA                              2009        10,300        9,598        702      6.8
CN1915900000000   19     159   Ringgold County, IA                               2009         2,453        2,317        136      5.5
CN1916100000000   19     161   Sac County, IA                                    2009         5,800        5,505        295      5.1
CN1916300000000   19     163   Scott County, IA                                  2009        90,578       84,168      6,410      7.1
CN1916500000000   19     165   Shelby County, IA                                 2009         7,600        7,296        304      4.0
CN1916700000000   19     167   Sioux County, IA                                  2009        19,721       18,862        859      4.4
CN1916900000000   19     169   Story County, IA                                  2009        49,361       47,021      2,340      4.7
CN1917100000000   19     171   Tama County, IA                                   2009         8,974        8,326        648      7.2
CN1917300000000   19     173   Taylor County, IA                                 2009         3,377        3,145        232      6.9
CN1917500000000   19     175   Union County, IA                                  2009         6,932        6,475        457      6.6
CN1917700000000   19     177   Van Buren County, IA                              2009         3,850        3,511        339      8.8
CN1917900000000   19     179   Wapello County, IA                                2009        18,907       17,254      1,653      8.7
CN1918100000000   19     181   Warren County, IA                                 2009        25,913       24,391      1,522      5.9
CN1918300000000   19     183   Washington County, IA                             2009        11,924       11,262        662      5.6
CN1918500000000   19     185   Wayne County, IA                                  2009         3,236        3,031        205      6.3
CN1918700000000   19     187   Webster County, IA                                2009        19,819       18,350      1,469      7.4
CN1918900000000   19     189   Winnebago County, IA                              2009         5,771        5,227        544      9.4
CN1919100000000   19     191   Winneshiek County, IA                             2009        12,268       11,501        767      6.3
CN1919300000000   19     193   Woodbury County, IA                               2009        55,996       52,811      3,185      5.7
CN1919500000000   19     195   Worth County, IA                                  2009         4,486        4,165        321      7.2
CN1919700000000   19     197   Wright County, IA                                 2009         7,047        6,528        519      7.4
CN2000100000000   20     001   Allen County, KS                                  2009         7,536        6,947        589      7.8
CN2000300000000   20     003   Anderson County, KS                               2009         4,482        4,140        342      7.6
CN2000500000000   20     005   Atchison County, KS                               2009         8,861        8,046        815      9.2
CN2000700000000   20     007   Barber County, KS                                 2009         2,921        2,791        130      4.5
CN2000900000000   20     009   Barton County, KS                                 2009        16,047       15,143        904      5.6
CN2001100000000   20     011   Bourbon County, KS                                2009         8,794        8,181        613      7.0
CN2001300000000   20     013   Brown County, KS                                  2009         5,914        5,581        333      5.6
CN2001500000000   20     015   Butler County, KS                                 2009        32,715       30,311      2,404      7.3
CN2001700000000   20     017   Chase County, KS                                  2009         1,546        1,464         82      5.3
CN2001900000000   20     019   Chautauqua County, KS                             2009         1,868        1,704        164      8.8
CN2002100000000   20     021   Cherokee County, KS                               2009        11,606       10,630        976      8.4
CN2002300000000   20     023   Cheyenne County, KS                               2009         1,530        1,476         54      3.5
CN2002500000000   20     025   Clark County, KS                                  2009         1,279        1,232         47      3.7
CN2002700000000   20     027   Clay County, KS                                   2009         5,290        5,054        236      4.5
CN2002900000000   20     029   Cloud County, KS                                  2009         5,816        5,559        257      4.4
CN2003100000000   20     031   Coffey County, KS                                 2009         5,576        5,253        323      5.8
CN2003300000000   20     033   Comanche County, KS                               2009         1,105        1,066         39      3.5
CN2003500000000   20     035   Cowley County, KS                                 2009        18,586       17,295      1,291      6.9
CN2003700000000   20     037   Crawford County, KS                               2009        20,225       18,497      1,728      8.5
CN2003900000000   20     039   Decatur County, KS                                2009         1,815        1,748         67      3.7
CN2004100000000   20     041   Dickinson County, KS                              2009        10,918       10,350        568      5.2
CN2004300000000   20     043   Doniphan County, KS                               2009         4,634        4,152        482     10.4
CN2004500000000   20     045   Douglas County, KS                                2009        63,191       59,579      3,612      5.7
CN2004700000000   20     047   Edwards County, KS                                2009         1,804        1,728         76      4.2
CN2004900000000   20     049   Elk County, KS                                    2009         1,527        1,402        125      8.2
CN2005100000000   20     051   Ellis County, KS                                  2009        18,090       17,388        702      3.9
CN2005300000000   20     053   Ellsworth County, KS                              2009         3,874        3,712        162      4.2
CN2005500000000   20     055   Finney County, KS                                 2009        19,742       18,875        867      4.4
CN2005700000000   20     057   Ford County, KS                                   2009        18,924       18,263        661      3.5
CN2005900000000   20     059   Franklin County, KS                               2009        13,658       12,407      1,251      9.2
CN2006100000000   20     061   Geary County, KS                                  2009        14,117       13,077      1,040      7.4
CN2006300000000   20     063   Gove County, KS                                   2009         1,623        1,575         48      3.0
CN2006500000000   20     065   Graham County, KS                                 2009         1,485        1,419         66      4.4
CN2006700000000   20     067   Grant County, KS                                  2009         4,156        3,994        162      3.9
CN2006900000000   20     069   Gray County, KS                                   2009         3,476        3,371        105      3.0
CN2007100000000   20     071   Greeley County, KS                                2009           733          705         28      3.8
CN2007300000000   20     073   Greenwood County, KS                              2009         3,579        3,341        238      6.6
CN2007500000000   20     075   Hamilton County, KS                               2009         1,344        1,291         53      3.9
CN2007700000000   20     077   Harper County, KS                                 2009         3,469        3,293        176      5.1
CN2007900000000   20     079   Harvey County, KS                                 2009        18,262       16,976      1,286      7.0
CN2008100000000   20     081   Haskell County, KS                                2009         2,299        2,222         77      3.3
CN2008300000000   20     083   Hodgeman County, KS                               2009           953          915         38      4.0
CN2008500000000   20     085   Jackson County, KS                                2009         7,038        6,548        490      7.0
CN2008700000000   20     087   Jefferson County, KS                              2009         9,723        8,986        737      7.6
CN2008900000000   20     089   Jewell County, KS                                 2009         1,995        1,911         84      4.2
CN2009100000000   20     091   Johnson County, KS                                2009       299,697      280,131     19,566      6.5
CN2009300000000   20     093   Kearny County, KS                                 2009         2,174        2,078         96      4.4
CN2009500000000   20     095   Kingman County, KS                                2009         4,633        4,373        260      5.6
CN2009700000000   20     097   Kiowa County, KS                                  2009         1,580        1,525         55      3.5
CN2009900000000   20     099   Labette County, KS                                2009        11,659       10,659      1,000      8.6
CN2010100000000   20     101   Lane County, KS                                   2009         1,142        1,104         38      3.3
CN2010300000000   20     103   Leavenworth County, KS                            2009        32,725       30,100      2,625      8.0
CN2010500000000   20     105   Lincoln County, KS                                2009         2,021        1,910        111      5.5
CN2010700000000   20     107   Linn County, KS                                   2009         4,533        4,026        507     11.2
CN2010900000000   20     109   Logan County, KS                                  2009         1,730        1,673         57      3.3
CN2011100000000   20     111   Lyon County, KS                                   2009        18,645       17,502      1,143      6.1
CN2011300000000   20     113   McPherson County, KS                              2009        16,937       16,100        837      4.9
CN2011500000000   20     115   Marion County, KS                                 2009         7,023        6,635        388      5.5
CN2011700000000   20     117   Marshall County, KS                               2009         6,160        5,816        344      5.6
CN2011900000000   20     119   Meade County, KS                                  2009         2,559        2,461         98      3.8
CN2012100000000   20     121   Miami County, KS                                  2009        16,144       14,820      1,324      8.2
CN2012300000000   20     123   Mitchell County, KS                               2009         3,814        3,637        177      4.6
CN2012500000000   20     125   Montgomery County, KS                             2009        18,732       16,890      1,842      9.8
CN2012700000000   20     127   Morris County, KS                                 2009         3,085        2,870        215      7.0
CN2012900000000   20     129   Morton County, KS                                 2009         1,783        1,709         74      4.2
CN2013100000000   20     131   Nemaha County, KS                                 2009         5,921        5,679        242      4.1
CN2013300000000   20     133   Neosho County, KS                                 2009         8,733        7,997        736      8.4
CN2013500000000   20     135   Ness County, KS                                   2009         1,863        1,790         73      3.9
CN2013700000000   20     137   Norton County, KS                                 2009         2,898        2,771        127      4.4
CN2013900000000   20     139   Osage County, KS                                  2009         8,537        7,875        662      7.8
CN2014100000000   20     141   Osborne County, KS                                2009         2,298        2,196        102      4.4
CN2014300000000   20     143   Ottawa County, KS                                 2009         3,418        3,228        190      5.6
CN2014500000000   20     145   Pawnee County, KS                                 2009         3,959        3,807        152      3.8
CN2014700000000   20     147   Phillips County, KS                               2009         3,197        3,000        197      6.2
CN2014900000000   20     149   Pottawatomie County, KS                           2009        11,102       10,471        631      5.7
CN2015100000000   20     151   Pratt County, KS                                  2009         5,985        5,688        297      5.0
CN2015300000000   20     153   Rawlins County, KS                                2009         1,319        1,267         52      3.9
CN2015500000000   20     155   Reno County, KS                                   2009        35,110       33,064      2,046      5.8
CN2015700000000   20     157   Republic County, KS                               2009         2,901        2,779        122      4.2
CN2015900000000   20     159   Rice County, KS                                   2009         6,049        5,746        303      5.0
CN2016100000000   20     161   Riley County, KS                                  2009        37,558       35,888      1,670      4.4
CN2016300000000   20     163   Rooks County, KS                                  2009         2,805        2,617        188      6.7
CN2016500000000   20     165   Rush County, KS                                   2009         1,705        1,608         97      5.7
CN2016700000000   20     167   Russell County, KS                                2009         3,606        3,428        178      4.9
CN2016900000000   20     169   Saline County, KS                                 2009        31,865       30,113      1,752      5.5
CN2017100000000   20     171   Scott County, KS                                  2009         2,888        2,801         87      3.0
CN2017300000000   20     173   Sedgwick County, KS                               2009       259,399      237,590     21,809      8.4
CN2017500000000   20     175   Seward County, KS                                 2009        11,157       10,613        544      4.9
CN2017700000000   20     177   Shawnee County, KS                                2009        94,610       88,421      6,189      6.5
CN2017900000000   20     179   Sheridan County, KS                               2009         1,603        1,558         45      2.8
CN2018100000000   20     181   Sherman County, KS                                2009         3,798        3,647        151      4.0
CN2018300000000   20     183   Smith County, KS                                  2009         2,253        2,146        107      4.7
CN2018500000000   20     185   Stafford County, KS                               2009         2,275        2,157        118      5.2
CN2018700000000   20     187   Stanton County, KS                                2009         1,185        1,146         39      3.3
CN2018900000000   20     189   Stevens County, KS                                2009         2,378        2,265        113      4.8
CN2019100000000   20     191   Sumner County, KS                                 2009        11,670       10,657      1,013      8.7
CN2019300000000   20     193   Thomas County, KS                                 2009         4,310        4,150        160      3.7
CN2019500000000   20     195   Trego County, KS                                  2009         1,895        1,824         71      3.7
CN2019700000000   20     197   Wabaunsee County, KS                              2009         3,768        3,495        273      7.2
CN2019900000000   20     199   Wallace County, KS                                2009           920          865         55      6.0
CN2020100000000   20     201   Washington County, KS                             2009         3,474        3,306        168      4.8
CN2020300000000   20     203   Wichita County, KS                                2009         1,281        1,238         43      3.4
CN2020500000000   20     205   Wilson County, KS                                 2009         5,305        4,733        572     10.8
CN2020700000000   20     207   Woodson County, KS                                2009         1,792        1,639        153      8.5
CN2020900000000   20     209   Wyandotte County, KS                              2009        70,526       62,998      7,528     10.7
CN2100100000000   21     001   Adair County, KY                                  2009         9,218        8,227        991     10.8
CN2100300000000   21     003   Allen County, KY                                  2009         8,740        7,482      1,258     14.4
CN2100500000000   21     005   Anderson County, KY                               2009        11,092        9,939      1,153     10.4
CN2100700000000   21     007   Ballard County, KY                                2009         4,098        3,690        408     10.0
CN2100900000000   21     009   Barren County, KY                                 2009        19,339       16,957      2,382     12.3
CN2101100000000   21     011   Bath County, KY                                   2009         5,116        4,327        789     15.4
CN2101300000000   21     013   Bell County, KY                                   2009         9,777        8,605      1,172     12.0
CN2101500000000   21     015   Boone County, KY                                  2009        64,357       58,589      5,768      9.0
CN2101700000000   21     017   Bourbon County, KY                                2009         9,263        8,370        893      9.6
CN2101900000000   21     019   Boyd County, KY                                   2009        22,747       20,838      1,909      8.4
CN2102100000000   21     021   Boyle County, KY                                  2009        12,948       11,481      1,467     11.3
CN2102300000000   21     023   Bracken County, KY                                2009         4,289        3,807        482     11.2
CN2102500000000   21     025   Breathitt County, KY                              2009         5,675        5,097        578     10.2
CN2102700000000   21     027   Breckinridge County, KY                           2009         9,377        8,274      1,103     11.8
CN2102900000000   21     029   Bullitt County, KY                                2009        39,761       35,479      4,282     10.8
CN2103100000000   21     031   Butler County, KY                                 2009         5,499        4,713        786     14.3
CN2103300000000   21     033   Caldwell County, KY                               2009         6,909        6,220        689     10.0
CN2103500000000   21     035   Calloway County, KY                               2009        17,940       16,448      1,492      8.3
CN2103700000000   21     037   Campbell County, KY                               2009        45,055       40,571      4,484     10.0
CN2103900000000   21     039   Carlisle County, KY                               2009         2,339        2,133        206      8.8
CN2104100000000   21     041   Carroll County, KY                                2009         5,446        4,736        710     13.0
CN2104300000000   21     043   Carter County, KY                                 2009        13,518       11,833      1,685     12.5
CN2104500000000   21     045   Casey County, KY                                  2009         7,145        6,388        757     10.6
CN2104700000000   21     047   Christian County, KY                              2009        29,392       25,772      3,620     12.3
CN2104900000000   21     049   Clark County, KY                                  2009        17,039       15,167      1,872     11.0
CN2105100000000   21     051   Clay County, KY                                   2009         6,964        6,012        952     13.7
CN2105300000000   21     053   Clinton County, KY                                2009         4,852        4,395        457      9.4
CN2105500000000   21     055   Crittenden County, KY                             2009         4,110        3,676        434     10.6
CN2105700000000   21     057   Cumberland County, KY                             2009         3,063        2,670        393     12.8
CN2105900000000   21     059   Daviess County, KY                                2009        48,300       43,819      4,481      9.3
CN2106100000000   21     061   Edmonson County, KY                               2009         5,274        4,555        719     13.6
CN2106300000000   21     063   Elliott County, KY                                2009         3,274        2,835        439     13.4
CN2106500000000   21     065   Estill County, KY                                 2009         6,412        5,613        799     12.5
CN2106700000000   21     067   Fayette County, KY                                2009       152,180      140,328     11,852      7.8
CN2106900000000   21     069   Fleming County, KY                                2009         6,543        5,737        806     12.3
CN2107100000000   21     071   Floyd County, KY                                  2009        15,613       13,910      1,703     10.9
CN2107300000000   21     073   Franklin County, KY                               2009        24,568       22,383      2,185      8.9
CN2107500000000   21     075   Fulton County, KY                                 2009         2,684        2,343        341     12.7
CN2107700000000   21     077   Gallatin County, KY                               2009         4,030        3,542        488     12.1
CN2107900000000   21     079   Garrard County, KY                                2009         7,738        6,827        911     11.8
