"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Morgan County, GA"	"13211"	2919	309183	944.10
	"Murray County, GA"	"13213"	5628	701957	801.76
	"Muscogee County, GA"	"13215"	32654	3430505	951.87
	"Newton County, GA"	"13217"	11892	1605402	740.75
	"Oconee County, GA"	"13219"	3381	554347	609.91
	"Oglethorpe County, GA"	"13221"	2181	252924	862.31
	"Paulding County, GA"	"13223"	11221	2229762	503.24
	"Peach County, GA"	"13225"	4515	466051	968.78
	"Pickens County, GA"	"13227"	4758	499909	951.77
	"Pierce County, GA"	"13229"	3342	317898	1051.28
	"Pike County, GA"	"13231"	2656	295566	898.61
	"Polk County, GA"	"13233"	8231	725361	1134.75
	"Pulaski County, GA"	"13235"	2038	198318	1027.64
	"Putnam County, GA"	"13237"	3672	367511	999.15
	"Quitman County, GA"	"13239"	547	44573	1227.20
	"Rabun County, GA"	"13241"	3334	287167	1161.00
	"Randolph County, GA"	"13243"	1769	136633	1294.71
	"Richmond County, GA"	"13245"	34590	3584953	964.87
	"Rockdale County, GA"	"13247"	10276	1452712	707.37
	"Schley County, GA"	"13249"	691	81806	844.68
	"Screven County, GA"	"13251"	3043	265138	1147.70
	"Seminole County, GA"	"13253"	2082	160416	1297.88
	"Spalding County, GA"	"13255"	11747	1117800	1050.90
	"Stephens County, GA"	"13257"	5946	461018	1289.75
	"Stewart County, GA"	"13259"	1272	102099	1245.85
	"Sumter County, GA"	"13261"	6078	583460	1041.72
	"Talbot County, GA"	"13263"	1479	120036	1232.13
	"Taliaferro County, GA"	"13265"	484	32889	1471.62
	"Tattnall County, GA"	"13267"	4133	430411	960.24
	"Taylor County, GA"	"13269"	1813	156462	1158.75
	"Telfair County, GA"	"13271"	2755	270279	1019.32
	"Terrell County, GA"	"13273"	2107	177855	1184.67
	"Thomas County, GA"	"13275"	8756	791305	1106.53
	"Tift County, GA"	"13277"	6709	712179	942.04
	"Toombs County, GA"	"13279"	5252	481511	1090.73
	"Towns County, GA"	"13281"	2655	184552	1438.62
	"Treutlen County, GA"	"13283"	1338	122439	1092.79
	"Troup County, GA"	"13285"	11720	1165655	1005.44
	"Turner County, GA"	"13287"	1937	160740	1205.05
	"Twiggs County, GA"	"13289"	1919	170377	1126.33
	"Union County, GA"	"13291"	4733	365527	1294.84
	"Upson County, GA"	"13293"	6351	488622	1299.78
	"Walker County, GA"	"13295"	13472	1188375	1133.65
	"Walton County, GA"	"13297"	11637	1389828	837.30
	"Ware County, GA"	"13299"	7920	641458	1234.69
	"Warren County, GA"	"13301"	1478	106846	1383.30
	"Washington County, GA"	"13303"	4051	376737	1075.29
	"Wayne County, GA"	"13305"	5184	520595	995.78
	"Webster County, GA"	"13307"	430	46929	916.28
	"Wheeler County, GA"	"13309"	1113	128535	865.91
	"White County, GA"	"13311"	4272	455094	938.71
	"Whitfield County, GA"	"13313"	13627	1736440	784.77
	"Wilcox County, GA"	"13315"	1837	160021	1147.97
	"Wilkes County, GA"	"13317"	2520	187371	1344.93
	"Wilkinson County, GA"	"13319"	1997	175145	1140.20
	"Worth County, GA"	"13321"	3713	388443	955.87
	"Hawaii County, HI"	"15001"	24898	3148262	790.85
	"Honolulu County, HI"	"15003"	121052	16832407	719.16
	"Kalawao County, HI"	"15005"	25	1963	1273.56
	"Kauai County, HI"	"15007"	9006	1168749	770.57
	"Maui County, HI"	"15009"	17312	2664334	649.77
	"Ada County, ID"	"16001"	41163	6674317	616.74
	"Adams County, ID"	"16003"	609	68222	892.67
	"Bannock County, ID"	"16005"	11094	1440372	770.22
	"Bear Lake County, ID"	"16007"	1140	109631	1039.85
	"Benewah County, ID"	"16009"	1911	164030	1165.03
	"Bingham County, ID"	"16011"	5605	790426	709.11
	"Blaine County, ID"	"16013"	1605	374634	428.42
	"Boise County, ID"	"16015"	775	124626	621.86
	"Bonner County, ID"	"16017"	6574	715793	918.42
	"Bonneville County, ID"	"16019"	12560	1752617	716.64
	"Boundary County, ID"	"16021"	1803	190110	948.40
	"Butte County, ID"	"16023"	479	49989	958.21
	"Camas County, ID"	"16025"	110	19092	576.16
	"Canyon County, ID"	"16027"	21588	3133366	688.97
	"Caribou County, ID"	"16029"	1157	125652	920.80
	"Cassia County, ID"	"16031"	3349	400838	835.50
	"Clark County, ID"	"16033"	113	16775	673.62
	"Clearwater County, ID"	"16035"	1776	156206	1136.96
	"Custer County, ID"	"16037"	671	76036	882.48
	"Elmore County, ID"	"16039"	2993	480916	622.35
	"Franklin County, ID"	"16041"	1621	221826	730.75
	"Fremont County, ID"	"16043"	1750	228114	767.16
	"Gem County, ID"	"16045"	3323	293957	1130.44
	"Gooding County, ID"	"16047"	2483	267160	929.41
	"Idaho County, ID"	"16049"	3019	285887	1056.01
	"Jefferson County, ID"	"16051"	2393	424361	563.91
	"Jerome County, ID"	"16053"	2733	373993	730.76
	"Kootenai County, ID"	"16055"	19351	2357179	820.94
	"Latah County, ID"	"16057"	3871	661590	585.11
	"Lemhi County, ID"	"16059"	1639	139897	1171.58
	"Lewis County, ID"	"16061"	751	67514	1112.36
	"Lincoln County, ID"	"16063"	661	86646	762.87
	"Madison County, ID"	"16065"	2171	617192	351.75
	"Minidoka County, ID"	"16067"	3147	356673	882.32
	"Nez Perce County, ID"	"16069"	8121	696337	1166.25
	"Oneida County, ID"	"16071"	710	75478	940.67
	"Owyhee County, ID"	"16073"	1570	200976	781.19
	"Payette County, ID"	"16075"	3475	395151	879.41
	"Power County, ID"	"16077"	1034	136474	757.65
	"Shoshone County, ID"	"16079"	3152	232749	1354.25
	"Teton County, ID"	"16081"	607	156876	386.93
	"Twin Falls County, ID"	"16083"	12272	1320573	929.29
	"Valley County, ID"	"16085"	1145	164306	696.87
	"Washington County, ID"	"16087"	2096	180507	1161.17
	"Adams County, IL"	"17001"	14649	1210587	1210.07
	"Alexander County, IL"	"17003"	2041	151298	1348.99
	"Bond County, IL"	"17005"	3160	317409	995.56
	"Boone County, IL"	"17007"	6268	904582	692.92
	"Brown County, IL"	"17009"	1048	124242	843.52
	"Bureau County, IL"	"17011"	7116	625498	1137.65
	"Calhoun County, IL"	"17013"	1080	91100	1185.51
	"Carroll County, IL"	"17015"	3458	281776	1227.22
	"Cass County, IL"	"17017"	2780	242908	1144.47
	"Champaign County, IL"	"17019"	21371	3514637	608.06
	"Christian County, IL"	"17021"	7454	625692	1191.32
	"Clark County, IL"	"17023"	3741	297304	1258.31
	"Clay County, IL"	"17025"	3223	250796	1285.11
	"Clinton County, IL"	"17027"	5993	666611	899.03
	"Coles County, IL"	"17029"	9079	956217	949.47
	"Cook County, IL"	"17031"	752560	94396318	797.23
	"Crawford County, IL"	"17033"	4210	358192	1175.35
	"Cumberland County, IL"	"17035"	2146	198953	1078.65
	"DeKalb County, IL"	"17037"	11681	1794860	650.80
	"De Witt County, IL"	"17039"	3442	298624	1152.62
	"Douglas County, IL"	"17041"	3567	358836	994.05
	"DuPage County, IL"	"17043"	104130	16499374	631.11
	"Edgar County, IL"	"17045"	4374	336830	1298.58
	"Edwards County, IL"	"17047"	1452	121436	1195.69
	"Effingham County, IL"	"17049"	6001	617549	971.74
	"Fayette County, IL"	"17051"	4112	394063	1043.49
	"Ford County, IL"	"17053"	3652	252393	1446.95
	"Franklin County, IL"	"17055"	9940	708936	1402.10
	"Fulton County, IL"	"17057"	8387	668166	1255.23
	"Gallatin County, IL"	"17059"	1503	104583	1437.14
	"Greene County, IL"	"17061"	3024	252923	1195.62
	"Grundy County, IL"	"17063"	6438	822654	782.59
	"Hamilton County, IL"	"17065"	1909	151652	1258.80
	"Hancock County, IL"	"17067"	3785	347324	1089.76
	"Hardin County, IL"	"17069"	1164	80286	1449.82
	"Henderson County, IL"	"17071"	1518	135653	1119.03
	"Henry County, IL"	"17073"	9600	906140	1059.44
	"Iroquois County, IL"	"17075"	6940	540267	1284.55
	"Jackson County, IL"	"17077"	8451	1072270	788.14
	"Jasper County, IL"	"17079"	1882	176800	1064.48
	"Jefferson County, IL"	"17081"	7801	706102	1104.80
	"Jersey County, IL"	"17083"	4245	403860	1051.11
	"Jo Daviess County, IL"	"17085"	4165	404758	1029.01
	"Johnson County, IL"	"17087"	2172	230312	943.07
	"Kane County, IL"	"17089"	49252	8725806	564.44
	"Kankakee County, IL"	"17091"	19380	1968818	984.35
	"Kendall County, IL"	"17093"	7693	1702476	451.87
	"Knox County, IL"	"17095"	12323	960075	1283.55
	"Lake County, IL"	"17097"	72803	12335472	590.19
	"LaSalle County, IL"	"17099"	23066	2025247	1138.92
	"Lawrence County, IL"	"17101"	3907	296494	1317.73
	"Lee County, IL"	"17103"	6601	640687	1030.30
	"Livingston County, IL"	"17105"	7520	696515	1079.66
	"Logan County, IL"	"17107"	6004	548616	1094.39
	"McDonough County, IL"	"17109"	5414	585061	925.37
	"McHenry County, IL"	"17111"	32307	5294672	610.18
	"McLean County, IL"	"17113"	19395	2955685	656.19
	"Macon County, IL"	"17115"	21533	1996145	1078.73
	"Macoupin County, IL"	"17117"	10396	861314	1206.99
	"Madison County, IL"	"17119"	48510	4772586	1016.43
	"Marion County, IL"	"17121"	9163	716626	1278.63
	"Marshall County, IL"	"17123"	3015	227706	1324.08
	"Mason County, IL"	"17125"	3457	269567	1282.43
	"Massac County, IL"	"17127"	3771	273707	1377.75
	"Menard County, IL"	"17129"	2251	226792	992.54
	"Mercer County, IL"	"17131"	3140	297011	1057.20
	"Monroe County, IL"	"17133"	4753	567301	837.83
	"Montgomery County, IL"	"17135"	6480	541027	1197.72
	"Morgan County, IL"	"17137"	7154	642842	1112.87
	"Moultrie County, IL"	"17139"	3449	263823	1307.32
	"Ogle County, IL"	"17141"	8533	943899	904.02
	"Peoria County, IL"	"17143"	31993	3326763	961.69
	"Perry County, IL"	"17145"	4461	402611	1108.02
	"Piatt County, IL"	"17147"	2889	297415	971.37
	"Pike County, IL"	"17149"	3788	299274	1265.73
	"Pope County, IL"	"17151"	903	78548	1149.62
	"Pulaski County, IL"	"17153"	1617	115320	1402.19
	"Putnam County, IL"	"17155"	1025	106956	958.34
	"Randolph County, IL"	"17157"	6772	602019	1124.88
	"Richland County, IL"	"17159"	3613	291115	1241.09
	"Rock Island County, IL"	"17161"	27100	2655834	1020.40
	"St. Clair County, IL"	"17163"	45440	4737809	959.09
	"Saline County, IL"	"17165"	6849	457125	1498.28
	"Sangamon County, IL"	"17167"	33086	3502426	944.66
	"Schuyler County, IL"	"17169"	1568	131984	1188.02
	"Scott County, IL"	"17171"	1070	96487	1108.96
	"Shelby County, IL"	"17173"	4355	402981	1080.70
	"Stark County, IL"	"17175"	1468	109264	1343.53
	"Stephenson County, IL"	"17177"	9508	858049	1108.10
	"Tazewell County, IL"	"17179"	23949	2385478	1003.95
	"Union County, IL"	"17181"	4190	321905	1301.63
	"Vermilion County, IL"	"17183"	17309	1473502	1174.68
	"Wabash County, IL"	"17185"	2496	219291	1138.21
	"Warren County, IL"	"17187"	3548	323086	1098.16
	"Washington County, IL"	"17189"	2942	266593	1103.55
	"Wayne County, IL"	"17191"	3756	302642	1241.07
	"White County, IL"	"17193"	4101	267054	1535.64
	"Whiteside County, IL"	"17195"	11491	1057592	1086.52
	"Will County, IL"	"17197"	65610	11331504	579.01
	"Williamson County, IL"	"17199"	13481	1167715	1154.48
	"Winnebago County, IL"	"17201"	47380	5178188	914.99
	"Woodford County, IL"	"17203"	6453	677439	952.56
	"Adams County, IN"	"18001"	5386	614934	875.87
	"Allen County, IN"	"18003"	50380	6299067	799.80
	"Bartholomew County, IN"	"18005"	12260	1362767	899.64
	"Benton County, IN"	"18007"	1641	160933	1019.68
	"Blackford County, IN"	"18009"	2718	235394	1154.66
	"Boone County, IN"	"18011"	8157	977880	834.15
	"Brown County, IN"	"18013"	2465	272670	904.02
	"Carroll County, IN"	"18015"	3197	362472	882.00
	"Cass County, IN"	"18017"	7290	708470	1028.98
	"Clark County, IN"	"18019"	18593	1906878	975.05
	"Clay County, IN"	"18021"	5390	481692	1118.97
	"Clinton County, IN"	"18023"	6444	597731	1078.08
	"Crawford County, IN"	"18025"	1994	193924	1028.24
	"Daviess County, IN"	"18027"	5687	560158	1015.25
	"Dearborn County, IN"	"18029"	7348	875361	839.43
	"Decatur County, IN"	"18031"	4400	459555	957.45
	"De Kalb County, IN"	"18033"	6578	750012	877.05
	"Delaware County, IN"	"18035"	21329	2121722	1005.27
	"Dubois County, IN"	"18037"	6770	745391	908.25
	"Elkhart County, IN"	"18039"	27322	3492275	782.36
	"Fayette County, IN"	"18041"	5473	440194	1243.32
	"Floyd County, IN"	"18043"	12700	1323404	959.65
	"Fountain County, IN"	"18045"	3616	311778	1159.80
	"Franklin County, IN"	"18047"	3493	410969	849.94
	"Fulton County, IN"	"18049"	4112	369535	1112.75
	"Gibson County, IN"	"18051"	6186	598393	1033.77
	"Grant County, IN"	"18053"	14291	1268879	1126.27
	"Greene County, IN"	"18055"	6567	594051	1105.46
	"Hamilton County, IN"	"18057"	21585	4535894	475.87
	"Hancock County, IN"	"18059"	9546	1178620	809.93
	"Harrison County, IN"	"18061"	5997	677706	884.90
	"Hendricks County, IN"	"18063"	15724	2428944	647.36
	"Henry County, IN"	"18065"	10074	876794	1148.96
	"Howard County, IN"	"18067"	16268	1505528	1080.55
	"Huntington County, IN"	"18069"	7110	672549	1057.17
	"Jackson County, IN"	"18071"	7755	760095	1020.27
	"Jasper County, IN"	"18073"	5138	581079	884.22
	"Jay County, IN"	"18075"	4143	386597	1071.66
	"Jefferson County, IN"	"18077"	6008	579324	1037.07
	"Jennings County, IN"	"18079"	4658	506064	920.44
	"Johnson County, IN"	"18081"	19891	2399040	829.12
	"Knox County, IN"	"18083"	8147	692612	1176.27
	"Kosciusko County, IN"	"18085"	11551	1378075	838.20
	"Lagrange County, IN"	"18087"	4259	662824	642.55
	"Lake County, IN"	"18089"	85169	8816190	966.05
	"La Porte County, IN"	"18091"	20029	1988102	1007.44
	"Lawrence County, IN"	"18093"	9250	827820	1117.39
	"Madison County, IN"	"18095"	26175	2363560	1107.44
	"Marion County, IN"	"18097"	136731	16087021	849.95
	"Marshall County, IN"	"18099"	7693	835891	920.34
	"Martin County, IN"	"18101"	1878	185443	1012.71
	"Miami County, IN"	"18103"	6128	660642	927.58
	"Monroe County, IN"	"18105"	14592	2392626	609.87
	"Montgomery County, IN"	"18107"	6776	683867	990.84
	"Morgan County, IN"	"18109"	10646	1230311	865.31
	"Newton County, IN"	"18111"	2672	256901	1040.09
	"Noble County, IN"	"18113"	7343	850162	863.72
	"Ohio County, IN"	"18115"	1015	106609	952.08
	"Orange County, IN"	"18117"	3888	353345	1100.34
	"Owen County, IN"	"18119"	3934	389146	1010.93
	"Parke County, IN"	"18121"	2899	310591	933.38
	"Perry County, IN"	"18123"	3581	345562	1036.28
	"Pike County, IN"	"18125"	2581	230770	1118.43
	"Porter County, IN"	"18127"	22883	2862880	799.30
	"Posey County, IN"	"18129"	4137	471553	877.31
	"Pulaski County, IN"	"18131"	2718	241594	1125.03
	"Putnam County, IN"	"18133"	5827	673355	865.37
	"Randolph County, IN"	"18135"	5177	473238	1093.95
	"Ripley County, IN"	"18137"	4930	505669	974.95
	"Rush County, IN"	"18139"	3424	316133	1083.09
	"St. Joseph County, IN"	"18141"	44727	4793039	933.17
	"Scott County, IN"	"18143"	4830	426658	1132.05
	"Shelby County, IN"	"18145"	7439	791881	939.41
	"Spencer County, IN"	"18147"	3334	373549	892.52
	"Starke County, IN"	"18149"	4790	418969	1143.28
	"Steuben County, IN"	"18151"	5222	610514	855.34
	"Sullivan County, IN"	"18153"	4362	386341	1129.05
	"Switzerland County, IN"	"18155"	1718	181898	944.49
	"Tippecanoe County, IN"	"18157"	19222	3004375	639.80
	"Tipton County, IN"	"18159"	3015	289398	1041.82
	"Union County, IN"	"18161"	1228	132385	927.60
	"Vanderburgh County, IN"	"18163"	33854	3194718	1059.69
	"Vermillion County, IN"	"18165"	3799	293331	1295.12
	"Vigo County, IN"	"18167"	20588	1922477	1070.91
	"Wabash County, IN"	"18169"	7212	601014	1199.97
	"Warren County, IN"	"18171"	1502	152587	984.36
	"Warrick County, IN"	"18173"	8733	1035260	843.56
	"Washington County, IN"	"18175"	4990	501264	995.48
	"Wayne County, IN"	"18177"	14689	1245731	1179.15
	"Wells County, IN"	"18179"	4756	499585	951.99
	"White County, IN"	"18181"	4750	445608	1065.96
	"Whitley County, IN"	"18183"	5209	584225	891.61
	"Adair County, IA"	"19001"	2023	139850	1446.55
	"Adams County, IA"	"19003"	956	74403	1284.89
	"Allamakee County, IA"	"19005"	2949	256830	1148.23
	"Appanoose County, IA"	"19007"	3179	235894	1347.64
	"Audubon County, IA"	"19009"	1581	112122	1410.07
	"Benton County, IA"	"19011"	4095	465488	879.72
	"Black Hawk County, IA"	"19013"	20633	2332328	884.65
	"Boone County, IA"	"19015"	5190	474365	1094.09
	"Bremer County, IA"	"19017"	3897	433320	899.34
	"Buchanan County, IA"	"19019"	3579	377773	947.39
	"Buena Vista County, IA"	"19021"	3463	363797	951.90
	"Butler County, IA"	"19023"	3387	269513	1256.71
	"Calhoun County, IA"	"19025"	2601	183696	1415.93
	"Carroll County, IA"	"19027"	4288	376001	1140.42
	"Cass County, IA"	"19029"	3463	251277	1378.16
	"Cedar County, IA"	"19031"	3154	329758	956.46
	"Cerro Gordo County, IA"	"19033"	9124	801663	1138.13
	"Cherokee County, IA"	"19035"	2859	220379	1297.31
	"Chickasaw County, IA"	"19037"	2452	226220	1083.90
	"Clarke County, IA"	"19039"	1884	165987	1135.03
	"Clay County, IA"	"19041"	3353	302454	1108.60
	"Clayton County, IA"	"19043"	3633	327105	1110.65
	"Clinton County, IA"	"19045"	9764	883954	1104.58
	"Crawford County, IA"	"19047"	3007	306315	981.67
	"Dallas County, IA"	"19049"	6376	1087373	586.37
	"Davis County, IA"	"19051"	1594	155987	1021.88
	"Decatur County, IA"	"19053"	1721	152258	1130.32
	"Delaware County, IA"	"19055"	2936	321796	912.38
	"Des Moines County, IA"	"19057"	7973	731766	1089.56
	"Dickinson County, IA"	"19059"	3351	300519	1115.07
	"Dubuque County, IA"	"19061"	15555	1666250	933.53
	"Emmet County, IA"	"19063"	2282	186784	1221.73
	"Fayette County, IA"	"19065"	4542	379829	1195.80
	"Floyd County, IA"	"19067"	3601	295021	1220.59
	"Franklin County, IA"	"19069"	2260	191055	1182.91
	"Fremont County, IA"	"19071"	1700	134794	1261.18
	"Greene County, IA"	"19073"	2246	172718	1300.39
	"Grundy County, IA"	"19075"	2419	222881	1085.33
	"Guthrie County, IA"	"19077"	2366	198712	1190.67
	"Hamilton County, IA"	"19079"	3060	285311	1072.51
	"Hancock County, IA"	"19081"	2281	207417	1099.72
	"Hardin County, IA"	"19083"	4272	321671	1328.07
	"Harrison County, IA"	"19085"	3400	270249	1258.10
	"Henry County, IA"	"19087"	3781	363317	1040.69
	"Howard County, IA"	"19089"	2107	173758	1212.61
	"Humboldt County, IA"	"19091"	2137	178983	1193.97
	"Ida County, IA"	"19093"	1786	131640	1356.73
	"Iowa County, IA"	"19095"	3063	291268	1051.61
	"Jackson County, IA"	"19097"	3889	358423	1085.03
	"Jasper County, IA"	"19099"	6523	667554	977.15
	"Jefferson County, IA"	"19101"	2733	302188	904.40
	"Johnson County, IA"	"19103"	10654	2283551	466.55
	"Jones County, IA"	"19105"	3513	369273	951.33
	"Keokuk County, IA"	"19107"	2180	193166	1128.56
	"Kossuth County, IA"	"19109"	3340	287553	1161.53
	"Lee County, IA"	"19111"	7833	651711	1201.91
	"Linn County, IA"	"19113"	28433	3710560	766.27
	"Louisa County, IA"	"19115"	1970	211024	933.54
	"Lucas County, IA"	"19117"	1981	163915	1208.55
	"Lyon County, IA"	"19119"	2131	210195	1013.82
	"Madison County, IA"	"19121"	2575	271932	946.93
	"Mahaska County, IA"	"19123"	3943	402430	979.80
	"Marion County, IA"	"19125"	5929	593294	999.34
	"Marshall County, IA"	"19127"	8610	721307	1193.67
	"Mills County, IA"	"19129"	2467	267312	922.89
	"Mitchell County, IA"	"19131"	2361	194361	1214.75
	"Monona County, IA"	"19133"	2842	169864	1673.10
	"Monroe County, IA"	"19135"	1835	143278	1280.73
	"Montgomery County, IA"	"19137"	2742	197057	1391.48
	"Muscatine County, IA"	"19139"	6942	762155	910.84
	"O'Brien County, IA"	"19141"	3436	260540	1318.80
	"Osceola County, IA"	"19143"	1406	118387	1187.63
	"Page County, IA"	"19145"	3857	290446	1327.96
	"Palo Alto County, IA"	"19147"	2327	172149	1351.74
	"Plymouth County, IA"	"19149"	4359	448425	972.07
	"Pocahontas County, IA"	"19151"	1869	138398	1350.45
	"Polk County, IA"	"19153"	54235	7517615	721.44
	"Pottawattamie County, IA"	"19155"	15722	1638919	959.29
	"Poweshiek County, IA"	"19157"	3973	339760	1169.35
	"Ringgold County, IA"	"19159"	1433	93857	1526.79
	"Sac County, IA"	"19161"	2631	191104	1376.74
	"Scott County, IA"	"19163"	24543	2941389	834.40
	"Shelby County, IA"	"19165"	2653	223725	1185.83
	"Sioux County, IA"	"19167"	4529	598982	756.12
	"Story County, IA"	"19169"	8685	1572175	552.42
	"Tama County, IA"	"19171"	3656	321262	1138.01
	"Taylor County, IA"	"19173"	1534	116895	1312.29
	"Union County, IA"	"19175"	2698	222656	1211.73
	"Van Buren County, IA"	"19177"	1703	136667	1246.09
	"Wapello County, IA"	"19179"	7439	640515	1161.41
	"Warren County, IA"	"19181"	6482	805798	804.42
	"Washington County, IA"	"19183"	4234	387771	1091.88
	"Wayne County, IA"	"19185"	1714	116863	1466.67
	"Webster County, IA"	"19187"	8293	691558	1199.18
	"Winnebago County, IA"	"19189"	2365	198908	1188.99
	"Winneshiek County, IA"	"19191"	3271	378289	864.68
	"Woodbury County, IA"	"19193"	16693	1838543	907.95
	"Worth County, IA"	"19195"	1673	138130	1211.18
	"Wright County, IA"	"19197"	3110	242597	1281.96
	"Allen County, KS"	"20001"	3238	244191	1326.01
	"Anderson County, KS"	"20003"	1762	144728	1217.46
	"Atchison County, KS"	"20005"	3324	302005	1100.64
	"Barber County, KS"	"20007"	1183	89519	1321.51
	"Barton County, KS"	"20009"	5525	495879	1114.18
	"Bourbon County, KS"	"20011"	3458	270727	1277.30
	"Brown County, KS"	"20013"	2387	182197	1310.12
	"Butler County, KS"	"20015"	10339	1145898	902.26
	"Chase County, KS"	"20017"	658	51335	1281.78
	"Chautauqua County, KS"	"20019"	1130	69071	1636.00
	"Cherokee County, KS"	"20021"	4819	389608	1236.88
	"Cheyenne County, KS"	"20023"	725	51279	1413.83
	"Clark County, KS"	"20025"	573	40513	1414.36
	"Clay County, KS"	"20027"	1961	153253	1279.58
	"Cloud County, KS"	"20029"	2655	173666	1528.80
	"Coffey County, KS"	"20031"	1865	155029	1203.00
	"Comanche County, KS"	"20033"	610	34378	1774.39
	"Cowley County, KS"	"20035"	7762	650911	1192.48
	"Crawford County, KS"	"20037"	7865	699601	1124.21
	"Decatur County, KS"	"20039"	910	55907	1627.70
	"Dickinson County, KS"	"20041"	4257	349492	1218.05
	"Doniphan County, KS"	"20043"	1466	143576	1021.06
	"Douglas County, KS"	"20045"	10701	1956489	546.95
	"Edwards County, KS"	"20047"	746	56432	1321.94
	"Elk County, KS"	"20049"	871	52722	1652.06
	"Ellis County, KS"	"20051"	4421	506779	872.37
	"Ellsworth County, KS"	"20053"	1510	115902	1302.82
	"Finney County, KS"	"20055"	3621	673037	538.01
	"Ford County, KS"	"20057"	4417	595776	741.39
	"Franklin County, KS"	"20059"	4423	459349	962.88
	"Geary County, KS"	"20061"	3640	564613	644.69
	"Gove County, KS"	"20063"	711	50645	1403.89
	"Graham County, KS"	"20065"	663	48955	1354.30
	"Grant County, KS"	"20067"	950	140067	678.25
	"Gray County, KS"	"20069"	938	107066	876.10
	"Greeley County, KS"	"20071"	314	24033	1306.54
	"Greenwood County, KS"	"20073"	1974	124981	1579.44
	"Hamilton County, KS"	"20075"	528	47296	1116.37
	"Harper County, KS"	"20077"	1771	109701	1614.39
	"Harvey County, KS"	"20079"	6687	612087	1092.49
	"Haskell County, KS"	"20081"	536	75322	711.61
	"Hodgeman County, KS"	"20083"	395	36050	1095.70
	"Jackson County, KS"	"20085"	2368	237139	998.57
	"Jefferson County, KS"	"20087"	3078	339808	905.81
	"Jewell County, KS"	"20089"	863	58629	1471.97
	"Johnson County, KS"	"20091"	58072	9388277	618.56
	"Kearny County, KS"	"20093"	697	74026	941.56
	"Kingman County, KS"	"20095"	1955	145752	1341.32
	"Kiowa County, KS"	"20097"	563	50828	1107.66
	"Labette County, KS"	"20099"	5072	391033	1297.08
	"Lane County, KS"	"20101"	492	33135	1484.83
	"Leavenworth County, KS"	"20103"	9806	1335663	734.17
	"Lincoln County, KS"	"20105"	838	60058	1395.32
	"Linn County, KS"	"20107"	2008	174258	1152.31
	"Logan County, KS"	"20109"	653	51406	1270.28
	"Lyon County, KS"	"20111"	5179	626988	826.01
	"McPherson County, KS"	"20113"	6477	526572	1230.03
	"Marion County, KS"	"20115"	3120	229778	1357.83
	"Marshall County, KS"	"20117"	2431	184928	1314.57
	"Meade County, KS"	"20119"	882	80959	1089.44
	"Miami County, KS"	"20121"	4691	561577	835.33
	"Mitchell County, KS"	"20123"	1666	116789	1426.50
	"Montgomery County, KS"	"20125"	8313	630458	1318.57
	"Morris County, KS"	"20127"	1381	106085	1301.79
	"Morton County, KS"	"20129"	640	58404	1095.82
	"Nemaha County, KS"	"20131"	2478	185961	1332.54
	"Neosho County, KS"	"20133"	3627	298539	1214.92
	"Ness County, KS"	"20135"	848	57316	1479.52
	"Norton County, KS"	"20137"	1234	102926	1198.92
	"Osage County, KS"	"20139"	3333	295558	1127.70
	"Osborne County, KS"	"20141"	1192	71977	1656.08
	"Ottawa County, KS"	"20143"	1340	109618	1222.43
	"Pawnee County, KS"	"20145"	1473	125322	1175.37
	"Phillips County, KS"	"20147"	1438	101892	1411.30
	"Pottawatomie County, KS"	"20149"	3050	371245	821.56
	"Pratt County, KS"	"20151"	2166	173892	1245.60
	"Rawlins County, KS"	"20153"	733	48390	1514.78
	"Reno County, KS"	"20155"	12749	1153629	1105.12
	"Republic County, KS"	"20157"	1603	92937	1724.82
	"Rice County, KS"	"20159"	2316	184510	1255.22
	"Riley County, KS"	"20161"	5713	1236518	462.02
	"Rooks County, KS"	"20163"	1244	95824	1298.21
	"Rush County, KS"	"20165"	949	59730	1588.82
	"Russell County, KS"	"20167"	1783	126556	1408.86
	"Saline County, KS"	"20169"	9324	985992	945.65
	"Scott County, KS"	"20171"	987	88305	1117.72
	"Sedgwick County, KS"	"20173"	71035	8687753	817.65
	"Seward County, KS"	"20175"	2471	409420	603.54
	"Shawnee County, KS"	"20177"	31038	3143226	987.46
	"Sheridan County, KS"	"20179"	584	46975	1243.21
	"Sherman County, KS"	"20181"	1329	111421	1192.77
	"Smith County, KS"	"20183"	1207	72376	1667.68
	"Stafford County, KS"	"20185"	1114	80488	1384.06
	"Stanton County, KS"	"20187"	346	40367	857.14
	"Stevens County, KS"	"20189"	864	100408	860.49
	"Sumner County, KS"	"20191"	4914	441018	1114.24
	"Thomas County, KS"	"20193"	1394	142603	977.54
	"Trego County, KS"	"20195"	863	54824	1574.13
	"Wabaunsee County, KS"	"20197"	1221	124673	979.36
	"Wallace County, KS"	"20199"	340	28164	1207.21
	"Washington County, KS"	"20201"	1516	106872	1418.52
	"Wichita County, KS"	"20203"	442	41489	1065.34
	"Wilson County, KS"	"20205"	2421	172716	1401.72
	"Woodson County, KS"	"20207"	1025	61589	1664.26
	"Wyandotte County, KS"	"20209"	25634	2841065	902.27
	"Adair County, KY"	"21001"	3276	331202	989.12
	"Allen County, KY"	"21003"	3671	348362	1053.79
